case.title,case.productName,ms.service
临时磁盘D怎么删除,Virtual Machine running Windows,virtual-machines
Runbook是否有Webhook,Automation,automation
删除虚拟机,Virtual Machine running Linux,virtual-machines
存储无法删除,Storage,storage
创建虚拟机问题,Virtual Machine running Windows,virtual-machines
能否创建azure container service,Virtual Machine running Windows,virtual-machines
创建云主机失败,Virtual Machine running Linux,virtual-machines
服务器迁移,Virtual Machine running Windows,virtual-machines
在Azure上linux虚拟机中端口连接不上,Virtual Machine running Linux,virtual-machines
2012R2中如何安装.NET 3.5,Virtual Machine running Windows,virtual-machines
无法创建D系列的VM,Virtual Machine running Windows,virtual-machines
如何删除存储数据,Storage,storage
如何创建Azure to Azure的Site Recovery,Recovery Service,site-recovery
是否可以备份本地的虚拟机或文件,Recovery Service,site-recovery
两个不同的存储账户间copy VHD文件报错,Storage,storage
经典门户业务迁移到到新门户咨询,Virtual Machine running Windows,virtual-machines
数据库支持,Virtual Machine running Windows,virtual-machines
vm降级咨询,Virtual Machine running Linux,virtual-machines
SLA不达标,Virtual Machine running Windows,virtual-machines
 Azure如何设置多台服务器公用磁盘,Storage,storage
需要安全规范支持,Virtual Machine running Linux,virtual-machines
虚拟机配置咨询,Virtual Machine running Windows,virtual-machines
cdn节点删除问题,CDN,cdn
Azure虚拟机升级配置,Virtual Machine running Windows,virtual-machines
无法通过自定义域名或者CDN访问Blob中的资源,Storage,storage
下载sociancredit2015 - 容器文件经常断开,Storage,storage
大账号访问子账号下的服务器问题,Virtual Machine running Windows,virtual-machines
如何通过外网来访问虚拟机上的网站,Virtual Machine running Windows,virtual-machines
活动目录新增用户功能,Active Directory,active-directory
多个源站域名的优先级问题,CDN,cdn
如何将异地冗余存储类型更改为本地冗余存储,Storage,storage
虚拟机密码设置,Virtual Machine running Windows,virtual-machines
请帮忙确认CDN切换是否成功,CDN,cdn
用powershare命令选择1RMB订阅,Virtual Machine running Windows,virtual-machines
存储账户操作问题,Storage,storage
关于国内CDN能否直接分发境外文件,CDN,cdn
continuous integration 的問題,Application Gateway,application-gateway
ARM portal 无法创建CDN,Storage,storage
如何設定虛擬機自動定時開關機,Automation,automation
VM咨询,Virtual Machine running Windows,virtual-machines
虚拟机如何做快照如何扩展,Virtual Machine running Linux,virtual-machines
备份到云端失败,Recovery Service,site-recovery
查看账户的订阅管理权限,Virtual Machine running Windows,virtual-machines
vm挂载磁盘咨询,Virtual Machine running Windows,virtual-machines
系统更新提醒事宜,Virtual Machine running Windows,virtual-machines
仪表板收不到数据,Virtual Machine running Windows,virtual-machines
我想要centos 6版本的64位,Virtual Machine running Linux,virtual-machines
在虚拟机上挂存储，具体需要挂载多大的存储,Virtual Machine running Windows,virtual-machines
域环境下虚机安装应用程序没有权限,Virtual Machine running Windows,virtual-machines
更改虚拟机配置问题,Virtual Machine running Linux,virtual-machines
告警设置,Management portal,azure-portal
虚拟机维护问题,Virtual Machine running Linux,virtual-machines
如何配置云服务,Virtual Machine running Linux,virtual-machines
Python环境部署,Storage,storage
跨订阅迁移VM,Virtual Machine running Windows,virtual-machines
已建的VM能否修改名称,Virtual Machine running Windows,virtual-machines
新portal界面确定新的虚拟机SQL2012系统镜像是英文的,Virtual Machine with SQL Server,virtual-machines
Antimalware是否支持,Virtual Machine running Windows,virtual-machines
Azure虚拟机内网站无法访问,Virtual Machine running Windows,virtual-machines
D盘是微软临时盘，可以删除吗？,Virtual Machine running Windows,virtual-machines
如何快速同步存储账户中的所有数据,Virtual Machine running Windows,virtual-machines
服务器IP能否域名映射,Virtual Machine running Windows,virtual-machines
ARM下， cdn 节点，配置源站地址和回源域名,CDN,cdn
vm镜像问题,Virtual Machine running Windows,virtual-machines
无法创建虚拟机,Virtual Machine running Windows,virtual-machines
VM镜像咨询,Virtual Machine running Windows,virtual-machines
VM无法创建快照，自定义快照策略,Virtual Machine running Linux,virtual-machines
Azure虚机维护自助迁移,Virtual Machine running Windows,virtual-machines
ARM负载均衡器运行状态探测,Virtual Machine running Windows,virtual-machines
Azure容灾方案咨询,Virtual Machine running Windows,virtual-machines
Azure的ASR功能在arm模式下支不支持,Virtual Machine running Windows,virtual-machines
虚拟机改变实例大小,Virtual Machine running Windows,virtual-machines
Azure是否支持saml 2.0协议,Virtual Machine running Windows,virtual-machines
DS系列虚拟机能否改系统盘类型,Virtual Machine running Windows,virtual-machines
blob存储需要共享访问,Storage,storage
windows 虚机捕获镜像,Virtual Machine running Windows,virtual-machines
cdn问题,CDN,cdn
Azure 网站被微信阻止,Virtual Machine running Windows,virtual-machines
VM IP地址的远程登录方式,Virtual Machine running Windows,virtual-machines
虚拟机安装了AD服务后无法通过原有用户名连接,Virtual Machine running Windows,virtual-machines
azure升级后是否能覆盖安装,Active Directory,active-directory
ARM VM磁盘咨询,Virtual Machine running Windows,virtual-machines
vm无法启动,Virtual Machine running Windows,virtual-machines
经典门户虚拟机定时开关机脚本不生效,Automation,automation
图表无法监视虚拟机的性能,Management portal,azure-portal
CDN相关概念咨询,CDN,cdn
访问速度慢,Virtual Machine running Windows,virtual-machines
Azure CDN加速问题,CDN,cdn
CDN域名管理一直报错,CDN,cdn
选择windows server操作系统版本，没有中文版的系统可以选了 ？,Virtual Machine running Windows,virtual-machines
关于虚拟机磁盘大小,Virtual Machine running Linux,virtual-machines
使用head下载存储文件失败,Storage,storage
azure ad 密码写回本地AD,Active Directory,active-directory
建立虚拟机时，操作系统问题,Virtual Machine running Windows,virtual-machines
AD密码同步,Active Directory,active-directory
在ARM模式下无法进行虚拟机镜像的捕获,Virtual Machine running Linux,virtual-machines
PHP页面缓存问题,CDN,cdn
如何为VM创建镜像备份,Virtual Machine running Windows,virtual-machines
使用VHD在预览门户创建VM,Virtual Machine running Windows,virtual-machines
无法新建用户,Active Directory,active-directory
服务器迁移相关,CDN,cdn
如何自动定期对VM进行快照,Recovery Service,site-recovery
CDN缓存时长设置,CDN,cdn
如何把在云服务A下的VM迁移到云服务B下,Virtual Machine running Linux,virtual-machines
无法复制文件,Virtual Machine running Windows,virtual-machines
Azure静态的ip不小心删除能否恢复,Virtual Network,virtual-network
如何创建Windows虚拟机,Virtual Machine running Windows,virtual-machines
自定义域名管理,Active Directory,active-directory
windows server 2012 R2上如何运行hyper-v,Virtual Machine running Windows,virtual-machines
请帮忙查询一下Humanify抓取映像情况,Virtual Machine running Windows,virtual-machines
改成静态IP之后Windows虚拟机无法访问,Virtual Machine running Windows,virtual-machines
外网访问linux虚机可以查看到访问记录吗？,Virtual Machine running Linux,virtual-machines
标准D4VM附加SSD磁盘问题,Virtual Machine running Windows,virtual-machines
新Porta下VM创建过程中一直在部署,Virtual Machine running Windows,virtual-machines
如何批量新建虚拟机,Virtual Machine running Linux,virtual-machines
新Portal有些选项无法显示,Management portal,azure-portal
How to use automation in ARM mode,Automation,automation
Storage Explorer 上传报错,Storage,storage
VM 磁盘咨询与多台VM之间共享Disk方案,Virtual Machine Running Redhat,virtual-machines
虚拟机不能新建和删除,Virtual Machine running Windows,virtual-machines
Azure AD创建用户打开微软登陆网站没有办法登陆,Active Directory,active-directory
new azure portal如何使用vm monitoring,Virtual Machine running Linux,virtual-machines
Azure镜像问题,Virtual Machine running Windows,virtual-machines
Azure存储账户设置拷贝咨询,Storage,storage
本地的虚拟机是否可以上传到云端,Virtual Machine running Linux,virtual-machines
中国版虚拟机如何安装杀毒软件？,Virtual Machine running Windows,virtual-machines
虚拟机恢复,Virtual Machine running Linux,virtual-machines
虚拟机挂载SSD磁盘失败,Virtual Machine running Windows,virtual-machines
CDN不支持标准版中的各类加速类型,CDN,cdn
如何在Azure上部署SAP的netware,Virtual Machine running Windows,virtual-machines
HTTPS CDN无法上传证书,CDN,cdn
网站扫描咨询,Virtual Machine running Windows,virtual-machines
是否有API可以查询加速节点的信息,CDN,cdn
建立存储账号有问题,Storage,storage
无法连接,Virtual Machine with SQL Server,virtual-machines
CDN登录报错,CDN,cdn
北区、东区都显示不能创建CentOS的虚拟机,Management portal,azure-portal
Av2 虚拟机只能在新Portal 创建 ?,Virtual Machine running Windows,virtual-machines
无法下载订阅配置文件,Virtual Machine running Linux,virtual-machines
虚机无法从已有的VHD的方式创建启动,Virtual Machine running Windows,virtual-machines
新版管理门户无法从映像新建虚拟机,Management portal,azure-portal
dhclient是什么服务？,Virtual Machine running Linux,virtual-machines
分配的虚拟机，无法使用root权限,Virtual Machine running Linux,virtual-machines
2T音乐数据如何用cdn播放？,CDN,cdn
Azure虚拟机A系列转D系列咨询,Virtual Machine running Linux,virtual-machines
cli终端提示运行命令,Virtual Machine running Windows,virtual-machines
storage account的usage无数据显示,Management portal,azure-portal
Windows虚拟机资料做备份,Virtual Machine running Windows,virtual-machines
游戏服务器如何设置来防止网络攻击,Virtual Machine running Windows,virtual-machines
部署新的虚拟机,Virtual Machine running Windows,virtual-machines
虚拟机有没有win10系统,Virtual Machine running Windows,virtual-machines
azure不提供linux32位操作系统，如何安装32为程序？,Virtual Machine running Linux,virtual-machines
windows虚拟机如何监控流量,Virtual Machine running Windows,virtual-machines
如何导出虚拟机的VHD文件到我的电脑,Storage,storage
VM时间同步咨询,Virtual Machine running Windows,virtual-machines
Unable to locate Recovery Service,Recovery Service,site-recovery
VM误删除如何恢复,Virtual Machine running Windows,virtual-machines
ARM下创建好的VM如何更改名字,Virtual Machine running Windows,virtual-machines
CDN标准版和高级版区别,CDN,cdn
通过cli deployment 命令创建的节点，找不到,Virtual Machine running Linux,virtual-machines
关于D2型Linux虚拟机硬盘空间问题,Virtual Machine running Linux,virtual-machines
有支持断点下载的工具或者 命令吗？ 1T VHD,Storage,storage
LinuxVM增加新的磁盘问题,Storage,storage
Azure产品介绍文档,Management portal,azure-portal
Azure订阅中的第三方镜像VM无法获取监控状态,Virtual Machine running Linux,virtual-machines
服务器启动时间过长,Virtual Machine running Linux,virtual-machines
CDN如果既需要HTTP加速又需要HTTPS加速应该选择哪种版本？,CDN,cdn
CLI工具使用问题,Virtual Machine running Linux,virtual-machines
虚拟机从DS1大小变为D1如何操作。,Virtual Machine running Windows,virtual-machines
winserver 2008R2 standard edition,Virtual Machine running Windows,virtual-machines
磁盘iops咨询,Storage,storage
外部负载均衡能否实现规划流量的方向,Virtual Machine running Windows,virtual-machines
上传镜像咨询,Virtual Machine running Windows,virtual-machines
无法查看虚拟机属性,Management portal,azure-portal
未找到中文版本WINDOWS虚拟机,Virtual Machine running Windows,virtual-machines
两台虚拟机配置故障转移群集,Virtual Machine running Windows,virtual-machines
vm镜像创建问题,Virtual Machine running Windows,virtual-machines
C盘大小确认,Virtual Machine running Windows,virtual-machines
磁盘如何扩容,Virtual Machine running Linux,virtual-machines
webapp的IP问题,Web Apps,app-service
如何备份ARM模型下的虚拟机？,Recovery Service,site-recovery
arm登陆问题,Virtual Machine running Windows,virtual-machines
vm中搭建FTP服务器咨询,Virtual Machine running Windows,virtual-machines
CPU核数如何单独增加？,Virtual Machine running Windows,virtual-machines
ASR站点灾备的问题,Recovery Service,site-recovery
共享磁盘,Virtual Machine running Linux,virtual-machines
证书咨询,Virtual Machine running Linux,virtual-machines
虚拟机连接慢，应用反映慢,Virtual Machine running Windows,virtual-machines
如何使用azcopy拷贝数据,Storage,storage
部分Azure服务转到子账号咨询,Virtual Machine running Windows,virtual-machines
SSD盘无法定位，无法删除,Storage,storage
Powershell自动化问题,Automation,automation
虚拟机时间显示不对,Virtual Machine running Windows,virtual-machines
误删除主机，如何恢复,Virtual Machine running Windows,virtual-machines
Cname活动状态,CDN,cdn
虚拟机临时盘数据问题,Virtual Machine running Windows,virtual-machines
能否提供Azure服务不可用时平台的处理流程,Virtual Machine running Windows,virtual-machines
部署丢失,Virtual Machine running Windows,virtual-machines
取消web app的CDN,CDN,cdn
az账户无法登陆azure storage  explorer,Storage,storage
azure自动化服务设置,Automation,automation
容器咨询,Storage,storage
万网域名绑定到微软云的设置问题,Virtual Network,virtual-network
VM镜像问题,Virtual Machine running Windows,virtual-machines
本地Hyper-V机器迁移至Azure,Virtual Machine running Windows,virtual-machines
虚拟机如何更换操作系统,Virtual Machine running Linux,virtual-machines
VM的仪表板可以添加自定义监控参数吗?,Virtual Machine running Windows,virtual-machines
虚拟机如何连接数据库,Virtual Machine running Linux,virtual-machines
新portal资源组咨询,Virtual Machine running Windows,virtual-machines
VM自动扩容的规则,Virtual Machine running Windows,virtual-machines
如果部署虚拟机（数据上传）,Virtual Machine running Linux,virtual-machines
资源组问题,Virtual Machine running Windows,virtual-machines
Azure计算功能,Virtual Machine running Windows,virtual-machines
虚拟机更换咨询,Virtual Machine running Windows,virtual-machines
API创建分配Public address失败,Virtual Machine running Windows,virtual-machines
Azure门户预览相关问题,Management portal,azure-portal
怎么创建Windows虚拟机,Virtual Machine running Windows,virtual-machines
CDN无法验证,CDN,cdn
windows server2012上部署的tomcat和nginx远程访问不了,Virtual Machine running Windows,virtual-machines
在Azure China（21V）上Monitor - Metrics显示？,Management portal,azure-portal
CDN调用问题,CDN,cdn
如何修改虚拟机型号以及是否会对部署产生影响,Virtual Machine running Linux,virtual-machines
storage 删掉失败问题,Storage,storage
本地systerm center dpm与azure存储服务集成使用,Storage,storage
AD服务是否出了故障，Portal上无法访问,Active Directory,active-directory
Linux虚拟机的迁移,Virtual Machine running Linux,virtual-machines
VM性能下降,Virtual Machine running Windows,virtual-machines
Azure新版门户找不到AD,Active Directory,active-directory
CDN加速之后出现无法访问的问题,CDN,cdn
系统中用户的操作日志没有找到,Virtual Machine running Windows,virtual-machines
os盘扩容,Virtual Machine running Linux,virtual-machines
ARM by Powershell ,Virtual Machine running Windows,virtual-machines
新门户部署环境问题,Virtual Machine running Windows,virtual-machines
虚拟机内存储账户配置问题,Storage,storage
cdn通过程序公开api的文档,CDN,cdn
无法添加虚拟磁盘,Virtual Machine running Windows,virtual-machines
虚拟机状态有告警正在运行 (正在配置超时),Virtual Machine running Windows,virtual-machines
经典方式和资源管理的区别,Virtual Machine running Windows,virtual-machines
外网访问虚拟机咨询,Virtual Machine running Windows,virtual-machines
客户对之前工单处理流程有疑问,Management portal,azure-portal
无法备份虚拟机,Virtual Machine running Windows,virtual-machines
D13想更换成D14，怎么更换,Virtual Machine running Windows,virtual-machines
VM安全检测咨询,Virtual Machine running Windows,virtual-machines
数据导入导出流程,Storage,storage
Azure 磁盘问题,Virtual Machine running Windows,virtual-machines
预缓存加载功,Storage,storage
虚拟机的网站无法访问,Virtual Machine running Windows,virtual-machines
管理门户登录问题,Management portal,azure-portal
不能创建新的虚机,Virtual Machine running Linux,virtual-machines
虚拟机数据备份咨询,Virtual Machine running Windows,virtual-machines
Not able to launch VMs,Application Gateway,application-gateway
SSL双向验证不通过,Virtual Machine running Windows,virtual-machines
Windows server 2012 R2 安装oracle 11g 数据库报错,Virtual Machine running Windows,virtual-machines
申请开通Site Recovery 支持VMware平台,Recovery Service,site-recovery
CDN缓存刷新,CDN,cdn
已把虛擬機停止 但為何還有計費,Billing and Payment Issues,billing
fm音频直播解决方案,Virtual Machine running Windows,virtual-machines
访问Azure VM超时,Virtual Machine running Windows,virtual-machines
工单记录查询,Virtual Machine running Windows,virtual-machines
VM中搭建网站,Virtual Machine running Windows,virtual-machines
断开连接会锁定桌面,Virtual Machine running Windows,virtual-machines
请问虚拟机与域名互通的具体流程和操作方法,Virtual Machine running Linux,virtual-machines
导入/导出 Import/Export,Storage,storage
High availability,Virtual Machine running Linux,virtual-machines
有关近期windows漏洞问题,Virtual Machine running Windows,virtual-machines
无法从自己创建的镜像中部署新的虚拟机,Virtual Machine running Linux,virtual-machines
Azure的SQL server数据库在虚拟机上部署,Virtual Machine running Windows,virtual-machines
CDN是否能够设置流量限制,CDN,cdn
服务器中搭建sql应用,Virtual Machine running Windows,virtual-machines
Windows虚拟机的临时盘作用和性能,Virtual Machine running Windows,virtual-machines
ARM门户Linux虚拟机批量创建,Virtual Machine running Linux,virtual-machines
HTTPS 导致服务停机的时间,Virtual Machine Running Redhat,virtual-machines
服务器报未找到存储账户,Storage,storage
Linux虚拟机镜像是否可以做迁移到另外一个账号下,Virtual Machine running Linux,virtual-machines
您好，请帮助我,Virtual Machine running Windows,virtual-machines
无法启动虚拟机问题,Virtual Machine running Windows,virtual-machines
Azure上OA系统需要使用办公网AD服务器中用户进行OA系统登录。,Virtual Network,virtual-network
登录经典管理门户加载慢,Management portal,azure-portal
添加定制虚拟防火墙,Virtual Network,virtual-network
关于Azure 虚机和云服务计划维护通知,Virtual Machine running Windows,virtual-machines
azure 捕获vm虚拟机问题,Virtual Machine running Linux,virtual-machines
4月cdn加速没有数据,CDN,cdn
vm迁移咨询,Virtual Machine running Windows,virtual-machines
谷歌浏览器问题,Management portal,azure-portal
如何备份ARM的虚拟机，没有找到配置的位置,Recovery Service,site-recovery
虚拟机磁盘咨询,Virtual Machine running Windows,virtual-machines
查询订阅下所有虚拟机类型,Virtual Machine running Windows,virtual-machines
SSL证书安装,Virtual Machine running Windows,virtual-machines
无法创建DS2-V2虚拟机,Compute,virtual-machines
硬盘读写速度能否提高,Virtual Machine running Windows,virtual-machines
新Portal VM查看问题,Management portal,azure-portal
need support when we do self-migration ,Virtual Machine running Linux,virtual-machines
备份本地文件的问题,Recovery Service,site-recovery
托管磁盘的使用问题,Virtual Machine running Windows,virtual-machines
CDN 传送缓慢,CDN,cdn
虚拟机新建问题,Virtual Machine running Linux,virtual-machines
目前有2个Portal ， 要取消旧的manage portal,Management portal,azure-portal
哈啤官网cdn启用https,CDN,cdn
开通https,CDN,cdn
如何在经典模式下，使用当前vNet，创建DS13_V2虚拟机使用P20高级存储。,Virtual Machine running Windows,virtual-machines
azure cdn 该怎么用,CDN,cdn
无法显示function app面板,Management portal,azure-portal
无法创建D1_V2 虚拟机,Virtual Machine running Windows,virtual-machines
创建centos 6.5 VM点不了下一步,Virtual Machine running Windows,virtual-machines
如何增加磁盘,Virtual Machine running Linux,virtual-machines
创建DS经典windows2008R2中文虚拟机,Virtual Machine running Windows,virtual-machines
在新portal界面创建Windows2008中文版虚拟机,Virtual Machine running Windows,virtual-machines
咨询azure是否可以使用cli 2.0,Virtual Machine running Windows,virtual-machines
建立了一个存储挂到虚拟机上报错112,Storage,storage
azure 自动将blob里存储的图生成thumbnails,Automation,automation
如何增加最大远程用户数,Virtual Machine running Windows,virtual-machines
虚拟机状态全部unknow,Management portal,azure-portal
"The subscription been created, but not available in the management portal",Other General questions,general
Azure上做CDN加速需要做什么准备条件,CDN,cdn
趋势杀毒插件的使用问题,Virtual Machine running Windows,virtual-machines
D系列VM对添加的磁盘是否有特殊要求,Virtual Machine running Windows,virtual-machines
Azure虚拟机集咨询,Virtual Machine running Windows,virtual-machines
vm语言环境问题,Virtual Machine running Windows,virtual-machines
Package Validation Disable for the Subscriptions- ETA - 10/23,Virtual Machine running Windows,virtual-machines
关于gpu计算,Virtual Machine running Windows,virtual-machines
cdn 是否可以做到流量分散的作用,CDN,cdn
备份服务文档,Recovery Service,site-recovery
如何修改Linux虚拟机新portal中的计算机名称,Virtual Machine running Linux,virtual-machines
堡垒主机问题咨询,Virtual Machine running Windows,virtual-machines
服务器中的硬盘是否可以删除?,Virtual Machine running Linux,virtual-machines
虚拟机A转到D,Virtual Machine running Linux,virtual-machines
Linux虚拟机需要克隆一台新的,Virtual Machine running Linux,virtual-machines
如何将全部VM删除再新建,Virtual Machine running Linux,virtual-machines
创建VM指导,Virtual Machine running Windows,virtual-machines
Unable to create VM in China-East using Classic Model,Virtual Machine running Windows,virtual-machines
 CDN站点无法访问,CDN,cdn
用户登录问题,Active Directory,active-directory
数据盘类型差别,Virtual Machine running Windows,virtual-machines
怎么创建VM的快照啊？,Recovery Service,site-recovery
VM漏洞咨询,Virtual Machine running Windows,virtual-machines
删除虚拟机后重新创建显示部署错误,Virtual Machine running Windows,virtual-machines
文件传输咨询,Storage,storage
部署超出20个核心限制,Compute,virtual-machines
storage下载问题,Storage,storage
资源组设置异常,SQL Server Stretch Database,sql-database
 临时盘咨询,Virtual Machine running Windows,virtual-machines
备份操作中变量的意思,Recovery Service,site-recovery
选择不了虚拟机类型,Virtual Machine running Linux,virtual-machines
镜像发布问题,Virtual Machine running Windows,virtual-machines
CDN创建,CDN,cdn
 如何创建DS系列虚拟机,Virtual Machine running Windows,virtual-machines
虚拟机克隆,Virtual Machine running Linux,virtual-machines
导出虚拟机列表,Virtual Machine running Windows,virtual-machines
存储位置查询,Storage,storage
不能通过powershell 创建,Virtual Machine running Windows,virtual-machines
如何创建windows 32位的虚拟机,Virtual Machine running Windows,virtual-machines
使用微软云的powershell进行VM复制问题,Virtual Machine running Windows,virtual-machines
通过备案通过后怎样在云上使用,Virtual Machine running Windows,virtual-machines
压力测试,Active Directory,active-directory
无法运行虚拟机,Virtual Machine running Windows,virtual-machines
虚拟机规模集,Virtual Machine running Windows,virtual-machines
安全产品咨询,Virtual Machine running Windows,virtual-machines
测试账号问题,Virtual Machine running Windows,virtual-machines
多台虚拟机之间的共享实现,Virtual Machine running Windows,virtual-machines
Azure AD问题咨询,Active Directory,active-directory
疑似病毒进程占用资源大,Virtual Machine running Windows,virtual-machines
无法创建DS系列虚拟机,Virtual Machine running Windows,virtual-machines
CDN 里是否有DNS服务,CDN,cdn
20170607出现一次Automation任务，自动关了，但早上没启,Automation,automation
通过powershell创建centos6.5的虚拟机,Virtual Machine running Linux,virtual-machines
VM捕获模板问题,Virtual Machine running Windows,virtual-machines
VM比特币病毒问题,Virtual Machine running Windows,virtual-machines
Microsoft Antimalware For Azure 配置,Virtual Machine running Windows,virtual-machines
Azure上目前支持的最大虚拟机尺寸是多少,Virtual Machine running Windows,virtual-machines
VM-Win安装数据库报错,Virtual Machine running Windows,virtual-machines
CDN检测返回值问题,CDN,cdn
创建新服务器，没有 windows serever 2003,Virtual Machine running Windows,virtual-machines
存储账户咨询,Storage,storage
如何更改虚拟机配置,Virtual Machine running Windows,virtual-machines
如何自由配置硬件大小,Storage,storage
Windows虚拟机无法捕获,Storage,storage
为什么我自己创建的虚拟机提示无权访问,Virtual Machine running Windows,virtual-machines
CDN不能启用,CDN,cdn
CDN缓存推送失败,CDN,cdn
CDN缓存策略无法做调整,CDN,cdn
VM远程登录多个用户,Virtual Machine running Windows,virtual-machines
需要32位的Windows7镜像,Virtual Machine running Windows,virtual-machines
Domain service无法启用,Active Directory,active-directory
在新门户找不到恢复服务,Recovery Service,site-recovery
文件存储的一些性能参数,Storage,storage
硬盘寄送给azure数据中心,Storage,storage
针对本此中国北部虚机进行升级，应该如何判断虚机已升级成功。,Virtual Machine running Windows,virtual-machines
Azure恢复服务备份计划咨询,Recovery Service,site-recovery
請協助更新CDN上的舊備案号,CDN,cdn
反渗透测试,Virtual Machine running Windows,virtual-machines
azureVM扩容,Virtual Machine running Windows,virtual-machines
虚拟机重装系统,Virtual Machine running Linux,virtual-machines
Azure 虚拟机如何监控,Virtual Machine running Linux,virtual-machines
 Azure 虚拟机修改语言,Virtual Machine running Windows,virtual-machines
有可以使用 powershell命令复制Vhd的命令吗？,Virtual Machine running Windows,virtual-machines
更改了VM大小后，临时磁盘数据丢失。是否可以恢复临时磁盘的数据？,Virtual Machine running Windows,virtual-machines
这个订阅中两台虚拟机再重新启动后未升级CPU类型,Virtual Machine running Windows,virtual-machines
订阅权限设置问题,Management portal,azure-portal
VM 问题,Virtual Machine running Windows,virtual-machines
如何在新的入口網站中建立azure虛擬機備份,Recovery Service,site-recovery
HTTPS 加速 提交证书申请 （正在处理）,CDN,cdn
如何创建对象存储,Storage,storage
azure中国版目前是否支持Docker,Virtual Machine running Linux,virtual-machines
虚拟机如何做快照,Virtual Machine running Windows,virtual-machines
登录VM是否产生流量,Virtual Machine running Windows,virtual-machines
指定订阅开通https的CDN权限,CDN,cdn
Azure cli 的账户登陆问题,Virtual Machine running Linux,virtual-machines
绑定CDN的域名访问异常,CDN,cdn
deploy new azure portal extension related to BCDR services,Virtual Machine running Linux,virtual-machines
azure cdn节点在安徽省分布大致情况,CDN,cdn
Python azure上传至存储慢(500K),Virtual Machine running Linux,virtual-machines
在虚拟机上运行一个Unity3D开发的服务器程序,Virtual Machine running Windows,virtual-machines
如何备份还原azure虚拟机,Recovery Service,site-recovery
是否有含有apache和nginx的镜像可以直接使用,Virtual Machine running Linux,virtual-machines
本地windows服务器无法安装agent,Recovery Service,site-recovery
怎么购买centos系统的vps,Virtual Machine running Linux,virtual-machines
磁盘分区咨询,Virtual Machine running Windows,virtual-machines
块Blob无法删除,Virtual Machine running Windows,virtual-machines
虚拟机加速网络模式咨询,Virtual Machine running Windows,virtual-machines
外网Ping不通端口,Virtual Machine running Windows,virtual-machines
虚拟机有windowsA2系列更改到f/d系列,Virtual Machine running Windows,virtual-machines
开启docker后报错,Virtual Machine running Linux,virtual-machines
docker国内可以使用吗？,Active Directory,active-directory
如何进入虚拟机,Virtual Machine running Windows,virtual-machines
后台打不开了,Virtual Machine running Windows,virtual-machines
Lunix VM 磁盘问题,Virtual Machine running Linux,virtual-machines
附件新磁盘流程！,Virtual Machine running Windows,virtual-machines
虚拟机开通时的核数咨询,Virtual Machine running Windows,virtual-machines
linux虚拟机如何重装系统?,Virtual Machine running Linux,virtual-machines
将自定义虚拟机做成镜像,Virtual Machine running Linux,virtual-machines
已创建的带有SQL服务的VM可否删除或更换SQL服务,Virtual Machine running Windows,virtual-machines
如何备份ARM虚拟机,Recovery Service,site-recovery
添加一个用户管理部分功能,Management portal,azure-portal
是否有区块链的云服务,Virtual Machine running Windows,virtual-machines
新增磁盘无法识别,Virtual Machine running Windows,virtual-machines
bq006虚拟机找回,Storage,storage
VM创建,Virtual Machine running Linux,virtual-machines
站点恢复：虚拟机从 Azure North 复制到 Azure East的方法,Recovery Service,site-recovery
vm日志查询,Virtual Machine running Windows,virtual-machines
Operations Management Suite (OMS)咨询,Virtual Machine running Windows,virtual-machines
AzureDS系列的磁盘问题,Virtual Machine running Windows,virtual-machines
Windows虚拟机数值监控,Virtual Machine running Windows,virtual-machines
Linux虚拟机切换root权限,Virtual Machine running Linux,virtual-machines
关于泛域名缓存,CDN,cdn
如何自定义镜像,Virtual Machine running Linux,virtual-machines
上传的vhd无法使用,Virtual Machine running Windows,virtual-machines
Azure登录报错,Management portal,azure-portal
镜像市场更新操作,Virtual Machine running Windows,virtual-machines
删除资源后dashboad的“所有资源”磁贴不更新,Management portal,azure-portal
如何通过template部署新虚机,Virtual Machine running Windows,virtual-machines
Azure如何查看VM的带宽,Virtual Machine running Windows,virtual-machines
Azure CLI 2.0 语法,Virtual Machine running Linux,virtual-machines
arm asm 下如何备份虚拟机和服务,Recovery Service,site-recovery
虚拟机监控数据获取,Virtual Machine running Windows,virtual-machines
更换CDN Provider为网宿,CDN,cdn
如何使用上传本地VHD到Azure创建虚拟机,Virtual Machine running Windows,virtual-machines
Azure Linux是否支持Oracle部署,Virtual Machine running Linux,virtual-machines
CDN新管理 无法打开，并卡死,CDN,cdn
已充钱但服务还被禁用,Virtual Machine running Windows,virtual-machines
vm 创建时许可证选择问题,Virtual Machine running Windows,virtual-machines
修改现有配置到一个新的配置,Virtual Machine running Linux,virtual-machines
虚拟机磁盘数据迁移,Virtual Machine running Windows,virtual-machines
cli命令行登录不了,Virtual Machine running Linux,virtual-machines
新的虚拟机如何选择语言,Virtual Machine running Windows,virtual-machines
Backup Failed again,Virtual Machine (Cloud Foundry),virtual-machines
ssh无法连接,Virtual Machine running Linux,virtual-machines
CDN加速咨询,CDN,cdn
中国区域是否无法启用下面文档中说明的 Azure AD 域服务？,Active Directory,active-directory
虚拟机内部时间与NTP不同步,Virtual Machine running Linux,virtual-machines
Azure 微软的云主机运行没有看到网络存储等指标,Virtual Machine running Windows,virtual-machines
经典门户下创建虚拟机问题,Virtual Machine running Windows,virtual-machines
