title,description,ms.service
 Azure IoT 安全最佳实践 | Azure, 用于保护 IoT 基础结构的 IoT 安全最佳实践。包含适用于解决方案开发人员、解决方案部署人员和解决方案操作员的建议, iot-hub
 保护你的 IoT 部署 | Azure, 如何保护你的 IoT 部署。包括保护设备预配、连接和对 IoT 中心服务的访问的指导原则, iot-hub
 从根本上保护 IoT 解决方案 | Azure, 如何使用 Microsoft Azure IoT 中心和套件的内置安全功能。, iot-hub
 ESP8266 到云 - 将 Sparkfun ESP8266 Thing Dev 连接到 Azure IoT 中心 | Azure, 有关将 Arduino 设备 Sparkfun ESP8266 Thing Dev 连接到 Azure IoT 中心（可帮助管理 IoT 资产的 Microsoft 云服务）的指南。, iot-hub
 面向物联网的 Azure 解决方案 | Azure, 概括介绍了示例 IoT 解决方案体系结构，以及其如何与设备、Azure IoT 服务、Azure IoT 设备 SDK、Azure IoT 服务 SDK 和其他 Azure 服务进行关联, iot-hub
 Azure IoT 中心概述 | Azure, Azure IoT 中心服务概述：什么是 IoT 中心、设备连接、物联网通信模式和服务辅助通信模式, iot-hub
 Azure IoT 网关 SDK 入门 (Windows) | Azure, 了解如何在 Windows 计算机上生成网关，并了解 Azure IoT 网关 SDK（如模块）和 JSON 配置文件中的重要概念。, iot-hub
 使用 Azure IoT 网关 SDK 模拟设备 (Windows) | Azure, 如何在 Windows 上使用 Azure IoT 网关 SDK 创建模拟设备，从而将遥测数据通过网关发送到 IoT 中心, iot-hub
 IoT 安全体系结构 | Azure, IoT 安全体系结构指导原则和注意事项, iot-suite
 IoT 安全最佳实践 | Azure, 保护 IoT 基础结构的安全最佳实践, iot-suite
 在 Linux 上使用 C 连接设备 | Azure, 介绍如何使用在 Linux 上运行的以 C 编写的应用程序将设备连接到 Azure IoT 套件预配置远程监控解决方案, iot-suite
 在 mbed 上使用 C 连接设备 | Azure, 介绍如何使用在 mbed 设备上运行的以 C 编写的应用程序将设备连接到 Azure IoT 套件预配置远程监控解决方案, iot-suite
 使用 Node.js 连接设备 | Azure, 介绍如何使用以 Node.js 编写的应用程序将设备连接到 Azure IoT 套件预配置远程监控解决方案。, iot-suite
 在 Windows 上使用 C 连接设备 | Azure, 介绍如何使用在 Windows 上运行的以 C 编写的应用程序将设备连接到 Azure IoT 套件预配置远程监控解决方案, iot-suite
 在 Azure IoT 套件中创建自定义规则 | Azure, 如何在 IoT 套件预配置解决方案中创建自定义规则。, iot-suite
 使用动态遥测 | Azure, 遵循本教程来了解如何配合使用动态遥测和 Azure IoT 套件远程监控预配置解决方案。, iot-suite
 Azure IoT 套件常见问题 | Azure, 有关 IoT 套件的常见问题, iot-suite
 使用 Intel NUC 将网关连接到 Azure IoT 套件 | Azure, 使用 Microsoft IoT 商业网关工具包和远程监控预配置解决方案。 使用网关将 SensorTag 设备连接到远程监控解决方案，将遥测数据发送到云中，并响应从解决方案仪表板调用的方法。, iot-suite
 使用 Intel NUC 将网关连接到 Azure IoT 套件 | Azure, 使用 Microsoft IoT 商业网关工具包和远程监控预配置解决方案。 使用网关连接到远程监控解决方案，将模拟遥测数据发送到云，并响应从解决方案仪表板调用的方法。, iot-suite
 预配置解决方案入门 | Azure, 遵循本教程，了解如何部署 Azure IoT 套件预配置解决方案。, iot-suite
 自定义预配置解决方案 | Azure, 提供有关如何自定义 Azure IoT 套件预配置解决方案的指导。, iot-suite
 Microsoft Azure IoT 套件概述 | Azure, 概述 Azure IoT 套件如何提供物联网预配置解决方案，以收集、分析和存储数据，提供可视化效果，以及与其他系统集成。, iot-suite
 Azure IoT 套件和 Azure Active Directory | Azure, 介绍 Azure IoT 套件如何使用 Azure Active Directory 管理权限。, iot-suite
 预测性维护预配置解决方案 | Azure, 介绍 Azure IoT 套件预测性维护预配置解决方案。, iot-suite
 预测性维护演练 | Azure, Azure IoT 预测性维护预配置解决方案演练。, iot-suite
 使用 C 将 Raspberry Pi 连接到 Azure IoT 套件以支持固件更新 | Azure, 使用适用于 Raspberry Pi 3 的 Microsoft Azure IoT 初学者工具包和 Azure IoT 套件。 使用 C 将 Raspberry Pi 连接到远程监控解决方案，从传感器将遥测数据发送到云，并执行远程固件更新。, iot-suite
 使用 C 与实际传感器将 Raspberry Pi 连接到 Azure IoT 套件 | Azure, 使用适用于 Raspberry Pi 3 的 Microsoft Azure IoT 初学者工具包和 Azure IoT 套件。 使用 C 将 Raspberry Pi 连接到远程监控解决方案，从传感器将遥测数据发送到云，并响应从解决方案仪表板调用的方法。, iot-suite
 使用 C 与模拟遥测将 Raspberry Pi 连接到 Azure IoT 套件 | Azure, 使用适用于 Raspberry Pi 3 的 Microsoft Azure IoT 初学者工具包和 Azure IoT 套件。 使用 C 将 Raspberry Pi 连接到远程监控解决方案，将模拟遥测数据发送到云，并响应从解决方案仪表板调用的方法。, iot-suite
 将 Raspberry Pi 连接到 Azure IoT 套件 | Azure, 使用 Node.js 或 C 的教程，可帮助了解如何使用适用于 Raspberry Pi 3 的 Microsoft Azure IoT 初学者工具包和 IoT 套件远程监控解决方案。 可以选择模拟遥测的教程、使用实际传感器的教程，或启用远程固件更新的教程。, iot-suite
 使用 Node.js 将 Raspberry Pi 连接到 Azure IoT 套件以支持固件更新 | Azure, 使用适用于 Raspberry Pi 3 的 Microsoft Azure IoT 初学者工具包和 Azure IoT 套件。 使用 Node.js 将 Raspberry Pi 连接到远程监控解决方案，从传感器将遥测数据发送到云，并执行远程固件更新。, iot-suite
 使用 Node.js 与实际传感器将 Raspberry Pi 连接到 Azure IoT 套件 | Azure, 使用适用于 Raspberry Pi 3 的 Microsoft Azure IoT 初学者工具包和 Azure IoT 套件。 使用 Node.js 将 Raspberry Pi 连接到远程监控解决方案，从传感器将遥测数据发送到云，并响应从解决方案仪表板调用的方法。, iot-suite
 使用 Node.js 与模拟遥测将 Raspberry Pi 连接到 Azure IoT 套件 | Azure, 使用适用于 Raspberry Pi 3 的 Microsoft Azure IoT 初学者工具包和 Azure IoT 套件。 使用 Node.js 将 Raspberry Pi 连接到远程监控解决方案，将模拟遥测数据发送到云，并响应从解决方案仪表板调用的方法。, iot-suite
 远程监控解决方案中的设备信息元数据 | Azure, 介绍 Azure IoT 预配置解决方案远程监控及其体系结构。, iot-suite
 远程监控预配置解决方案演练 | Azure, 介绍 Azure IoT 预配置解决方案远程监控及其体系结构。, iot-suite
 保护物联网部署 | Azure, 本文详细说明如何保护你的 IoT 部署, iot-suite
 Azure IoT 预配置解决方案 | Azure, Azure IoT 预配置解决方案及其体系结构描述，以及指向其他资源的链接。, iot-suite
 面向物联网的 Azure 解决方案 | Azure, Azure 的 IoT 概述包括预配置的解决方案、一个示例解决方案体系结构以及它如何与 Azure IoT 套件关联, iot-suite
 从头开始保障你的物联网的安全 | Azure, 本文介绍了 Azure IoT 套件的内置安全功能, iot-suite
 使用 Azure 自动化管理 Azure 密钥保管库 | Azure, 了解如何使用 Azure 自动化服务来管理 Azure 密钥保管库。, key-vault
 访问防火墙后面的密钥保管库 | Azure, 了解如何从防火墙后面的应用程序访问 Azure 密钥保管库, key-vault
 Azure Key Vault 开发人员指南 | Microsoft Docs, 开发人员可以使用 Azure 密钥保管库来管理 Azure 环境中的加密密钥。, key-vault
 发生影响 Azure Key Vault 的 Azure 服务中断时应采取的措施 | Azure, 了解发生影响 Azure Key Vault 的 Azure 服务中断时该怎么办。, key-vault
 Key Vault .NET 2.x API 发行说明 | Microsoft Docs, .NET 开发人员可使用此 API 来编写 Azure 密钥保管库的代码, key-vault
 Azure 密钥保管库入门 | Azure, 本教程将会帮助你开始使用 Azure 密钥保管库在 Azure 中创建强化容器，以存储和管理 Azure 中的加密密钥和机密。, key-vault
 为多个应用程序授予 Azure 密钥保管库的访问权限 | Azure, 了解如何为多个应用程序授予密钥保管库的访问权限, key-vault
 使用端到端密钥轮替和审核设置 Azure 密钥保管库 | Microsoft Docs, 使用本操作指南帮助设置密钥轮替和监视密钥保管库日志。, key-vault
 使用 CLI 管理 Azure Key Vault | Microsoft Docs, 使用本教程通过 CLI 自动执行密钥保管库中的常见任务, key-vault
 使用 CLI 管理 Azure Key Vault | Microsoft Docs, 使用本教程通过 CLI 2.0 自动执行 Key Vault 中的常见任务, key-vault
 Azure Key Vault 安全体系 | Microsoft Docs,NA, key-vault
 Azure Key Vault 软删除 | Microsoft Docs,NA, key-vault
 保护密钥保管库 | Azure, 管理密钥保管库的访问权限，以便对保管库、密钥和机密进行管理。密钥保管库的身份验证和授权模型，以及如何保护密钥保管库, key-vault
 Azure 密钥保管库服务限制 | Azure, 了解适用于 Azure 密钥保管库的服务限制。, key-vault
 移动订阅后更改密钥保管库租户 ID | Azure, 了解将订阅移至不同的租户后如何切换密钥保管库的租户 ID, key-vault
 从 Web 应用程序使用 Azure 密钥保管库 | Azure, 本教程介绍如何从 Web 应用程序使用 Azure 密钥保管库。, key-vault
 什么是 Azure 密钥保管库？| Azure, Azure 密钥保管库可帮助保护云应用程序和服务使用的加密密钥和机密。通过 Azure 密钥保管库，客户可以使用受硬件安全模块 (HSM) 保护的密钥，来加密密钥和机密（例如身份验证密钥、存储帐户密钥、数据加密密钥、.PFX 文件和密码）。, key-vault
 负载均衡器的 Azure Resource Manager 支持 | Azure, 使用 Azure Resource Manager 将 powershell 用于负载均衡器。对负载均衡器使用模板, load-balancer
 为 SQL AlwaysOn 配置负载均衡器 | Azure, 介绍如何将负载均衡器配置为与 SQL AlwaysOn 配合工作，以及如何利用 powershell 为 SQL 实现创建负载均衡器, load-balancer
 负载均衡器自定义探测和监视运行状况 | Azure, 了解如何使用 Azure Load Balancer 的自定义探测来监视负载均衡器后面的实例, load-balancer
 配置负载均衡器分发模式 | Azure, 如何配置 Azure 负载均衡器分发模式以支持源 IP 关联, load-balancer
 创建内部负载均衡器 - Azure CLI | Azure, 了解如何在 Resource Manager 中使用 Azure CLI 创建内部负载均衡器, load-balancer
 创建内部负载均衡器 - Azure 门户 | Azure, 了解如何使用 Azure 门户在 Resource Manager 中创建内部负载均衡器, load-balancer
 创建 Azure 内部负载均衡器 - PowerShell | Azure, 了解如何在 Resource Manager 中使用 PowerShell 创建内部负载均衡器, load-balancer
 创建内部负载均衡器 - Azure 模板 | Azure, 了解如何在 Resource Manager 中使用模板创建内部负载均衡器, load-balancer
 创建内部负载均衡器 - Azure CLI 经典 | Azure, 了解如何在经典部署模型中使用 Azure CLI 创建内部负载均衡器, load-balancer
 为 Azure 云服务创建内部负载均衡器 | Azure, 了解如何在经典部署模型中使用 PowerShell 创建内部负载均衡器, load-balancer
 创建 Azure 内部负载均衡器 - PowerShell 经典 | Azure, 了解如何在经典部署模型中使用 PowerShell 创建内部负载均衡器, load-balancer
 创建面向 Internet 的负载均衡器 - Azure CLI | Azure, 了解如何使用 Azure CLI 在 Resource Manager 中创建面向 Internet 的负载均衡器, load-balancer
 创建 Azure 面向 Internet 的负载均衡器 - PowerShell | Azure, 了解如何使用 PowerShell 在 Resource Manager 中创建面向 Internet 的负载均衡器, load-balancer
 创建面向 Internet 的负载均衡器 - Azure 模板 | Azure, 了解如何使用模板在 Resource Manager 中创建面向 Internet 的负载均衡器, load-balancer
 创建面向 Internet 的负载均衡器 - Azure CLI 经典 | Azure, 了解如何使用 Azure CLI 在经典部署模型中创建面向 Internet 的负载均衡器, load-balancer
 为 Azure 云服务创建面向 Internet 的负载均衡器 | Azure, 了解如何在经典部署模型中为云服务创建面向 Internet 的负载均衡器, load-balancer
 创建面向 Internet 的负载均衡器 - Azure 门户经典 | Azure, 了解如何使用 Azure 经典管理门户在经典部署模型中，创建面向 Internet 的负载均衡器, load-balancer
 创建面向 Internet 的负载均衡器 - Azure PowerShell 经典 | Azure, 了解如何使用 PowerShell 在经典模式下创建面向 Internet 的负载均衡器, load-balancer
 创建面向 Internet 的负载均衡器 - Azure 门户 | Azure, 了解如何使用 Azure 门户在 Resource Manager 中创建面向 Internet 的负载均衡器, load-balancer
 内部负载均衡器概述 | Azure, 内部负载均衡器及其功能的概述。Azure 的负载均衡器的工作原理，以及配置内部终结点的可能方案, load-balancer
 面向 Internet 的负载均衡器概述 | Azure, 面向 Internet 的负载均衡器及其功能的概述。 使用虚拟机和云服务的 Azure 的负载均衡器的工作原理。, load-balancer
 监视负载均衡器的操作、事件和计数器 | Azure, 了解如何为 Azure 负载均衡器启用警报事件以及探测运行状况日志记录, load-balancer
 使用 Azure CLI 在多个 IP 配置上进行负载均衡 | Azure, 了解如何使用 Azure CLI 将多个 IP 地址分配给虚拟机 | Resource Manager。, load-balancer
 针对 Azure 中的多个 IP 配置进行负载均衡 | Azure, 在主要和辅助 IP 配置之间进行负载均衡。, load-balancer
 针对 Azure 中的多个 IP 配置进行负载均衡 | Azure, 在主要和辅助 IP 配置之间进行负载均衡。, load-balancer
 Azure 负载均衡器的多个 VIP | Azure, Azure 负载均衡器上的多个 VIP 概述, load-balancer
 云服务的多个 VIP, 概述 MultiVIP，以及如何在云服务上设置多个 VIP, load-balancer
 了解 Azure 中的出站连接 | Azure, 本文介绍了 Azure 如何使 VM 与公共 Internet 服务通信。, load-balancer
 Azure 负载均衡器概述 | Azure, Azure 负载均衡器功能、体系结构和实现概述。 了解负载均衡器工作原理，在云中对其进行利用。, load-balancer
 配置负载均衡器的 TCP 空闲超时 | Azure, 配置负载均衡器的 TCP 空闲超时, load-balancer
 跨多个存储帐户管理媒体服务资产 | Azure, 本文提供如何跨多个存储帐户管理媒体服务资产的指导。, media-services
 通过自定义 MES 预设执行高级编码 | Azure, 本主题说明如何通过自定义 Media Encoder Standard 任务预设执行高级编码。, media-services
 Azure 媒体服务分析概述 | Azure, Azure 媒体服务提供了 Azure 媒体分析公共预览版，其中集合了企业级的语音和计算机视觉服务、合规性、安全性和全球市场宣传功能。Azure 媒体分析服务是使用核心 Azure 媒体服务平台组件构建而成的，因此一开始就能进行大规模的媒体处理。, media-services
 使用 Azure Media Encoder Standard 自动生成比特率阶梯 | Microsoft 文档, 本主题介绍如何使用 Media Encoder Standard (MES) 根据输入分辨率和比特率自动生成比特率阶梯。 不会超过输入分辨率和比特率。 例如，如果输入在 3Mbps 时为 720p，则输出最多会保持 720p，并且会以低于 3Mbps 的速率开始。, media-services
 平滑流式处理 Windows 应用商店应用教程 | Azure, 了解如何使用 Azure 媒体服务来创建一个 C# Windows 应用商店应用程序，该应用程序包含一个用于播放平滑流内容的 XML MediaElement 控件。, media-services
 使用 .NET 监视作业进度, 了解如何使用事件处理程序代码来跟踪作业进度并发送状态更新。代码示例用 C# 编写，并使用用于 .NET 的媒体服务 SDK。, media-services
 Azure 媒体服务概念 | Microsoft Docs, 本主题提供 Azure 媒体服务概念的概述, media-services
 将 Elemental Live 编码器配置为发送单比特率实时流 | Azure, 本主题说明了如何配置 Elemental Live 编码器，以便将单比特率流发送到 AMS 频道进行实时编码。, media-services
 将 FMLE 编码器配置为发送单比特率实时流 | Azure, 本主题说明了如何配置 Flash Media Live Encoder (FMLE) 编码器，以便将单比特率流发送到 AMS 频道进行实时编码。, media-services
 将 NewTek TriCaster 编码器配置为发送单比特率实时流 | Azure, 本主题说明如何配置 Tricaster 实时编码器，以便将单比特率流发送到 AMS 频道进行实时编码。, media-services
 将 Telestream Wirecast 编码器配置为发送单比特率实时流 | Azure, 本主题说明了如何配置 Wirecast 实时编码器，以便将单比特率流发送到 AMS 频道进行实时编码。, media-services
 使用 Azure 媒体服务对内容进行保护 | Azure, 本文概述了如何使用媒体服务来保护内容。, media-services
 将 Blob 从存储帐户复制到 Azure 媒体服务资产 | Azure, 本主题说明如何将现有 blob 复制到媒体服务资产。示例使用 Azure 媒体服务 .NET SDK 扩展。, media-services
 创建媒体服务帐户 | Azure, 介绍如何在 Azure 中创建新的 Azure 媒体服务帐户。, media-services
 如何使用 Media Encoder Standard 裁剪视频 - Azure | Azure, 本文说明如何使用媒体编码器标准版裁剪视频。, media-services
 自定义 Media Encoder Standard 预设 | Azure, 本主题说明如何通过自定义 Media Encoder Standard 任务预设执行高级编码。本主题说明如何使用媒体服务 .NET SDK 创建编码任务和作业。此外，还说明如何向编码作业提供自定义预设。, media-services
 将媒体服务资产下载到计算机 - Azure | Azure, 了解如何将资产下载到计算机。代码示例用 C# 编写且使用适用于 .NET 的媒体服务 SDK。, media-services
 向客户传送内容 | Azure, 本主题概述使用 Azure 媒体服务传送内容所涉及的操作。, media-services
 使用 Azure 媒体服务传送 DRM 许可证或 AES 密钥, 本文介绍如何使用 Azure 媒体服务 (AMS) 传送 PlayReady 许可证与 AES 密钥，但余下的操作（编码、加密、流式传输）使用你的本地服务器完成。, media-services
 使用 .NET 发布 Azure 媒体服务内容, 了解如何创建用于生成流式处理 URL 的定位符。代码示例用 C# 编写且使用适用于 .NET 的媒体服务 SDK。, media-services
 开发视频播放器应用程序, 本主题提供可用于开发自己的客户端应用程序（这些应用程序使用媒体服务中的流媒体）的播放器框架和插件的链接。, media-services
 使用 Azure 队列存储通过 .NET 监视媒体服务作业通知 | Azure, 了解如何使用 Azure 队列存储监视媒体服务作业通知。代码示例用 C# 编写，并使用用于 .NET 的媒体服务 SDK。, media-services
 使用 .NET SDK 配置资产传送策略 | Azure, 本主题说明如何通过 Azure 媒体服务 .NET SDK 配置不同的资产传送策略。, media-services
 使用媒体服务 .NET SDK 配置内容密钥授权策略 | Azure, 了解如何使用适用于 .NET 的媒体服务 SDK 配置内容密钥的授权策略。, media-services
 使用 .NET 连接到媒体服务帐户, 本主题演示如何使用 .NET 连接到媒体服务。, media-services
 使用 .NET 创建内容密钥, 了解如何创建提供对资产进行安全访问的内容密钥。, media-services
 如何使用 Azure 媒体服务执行实时流式处理以通过 .NET 创建多比特率流 | Azure, 本教程将指导你使用 .NET SDK 完成创建通道的步骤，该通道接收单比特率实时流，并将其编码为多比特率流。, media-services
 使用 Azure 媒体服务 .NET SDK 创建筛选器, 本主题介绍如何创建筛选器，以便客户端能够使用它们来流式传输流的特定部分。媒体服务创建动态清单来存档此选择性流。, media-services
 使用 .NET 通过 Media Encoder Standard 对资产进行编码 | Azure, 本主题介绍如何使用 .NET 通过 Media Encoder Standard 对资产进行编码。, media-services
 通过添加编码单位调整媒体处理的规模 - Azure | Azure, 了解如何使用 .NET 添加编码单位, media-services
 如何使用 Media Encoder Standard 通过 .NET 生成缩略图, 本主题介绍如何使用 .NET 通过 Media Encoder Standard 对资产进行编码和生成缩略图。, media-services
 开始使用 .NET 传送点播内容 | Azure, 本教程将引导你完成使用 Azure 媒体服务和 .NET 实施点播内容传送应用程序的步骤。, media-services
 如何设置计算机以使用 .NET 进行媒体服务开发, 了解使用适用于 .NET 的媒体服务 SDK 进行媒体服务开发所要满足的先决条件。 此外，了解如何创建 Visual Studio 应用程序。, media-services
 如何使用 .NET 通过本地编码器执行实时传送视频流 | Azure, 本主题演示如何使用 .NET 通过本地编码器执行实时编码。, media-services
 轮询长时间运行的操作, 本主题展示了如何轮询长时间运行的操作。, media-services
 使用媒体服务 .NET SDK 管理资产和相关的实体, 了解如何使用适用于 .NET 的媒体服务 SDK 管理资产和相关的实体。, media-services
 使用 .NET 配置 Azure 媒体服务遥测 | Azure, 本文说明如何通过 .NET SDK 使用 Azure 媒体服务遥测。, media-services
 使用 .NET 将文件上传到媒体服务帐户 | Microsoft Docs, 了解如何通过创建和上传资产将媒体内容加入媒体服务。, media-services
 筛选器和动态清单 | Azure, 本主题介绍如何创建筛选器，以便客户端能够使用它们来流式传输流的特定部分。媒体服务将创建动态清单来存档此选择性的流。, media-services
 Azure 媒体服务动态打包概述 | Azure, 本主题概述动态打包。, media-services
 使用 DASH.js 在 HTML5 应用程序中嵌入 MPEG-DASH 自适应流式处理视频 | Azure, 本主题演示如何使用 DASH.js 在 HTML5 应用程序中嵌入 MPEG-DASH 自适应流式处理视频。, media-services
 概述并比较 Azure 点播媒体编码器 | Microsoft Docs, 本主题简要介绍并比较了 Azure 点播媒体编码器。, media-services
 Azure 媒体服务编码错误代码 | Azure, 本主题列出了在执行编码任务期间发生错误时可能返回的错误代码。, media-services
 Azure 媒体服务错误代码 | Azure, 本主题概述 Azure 媒体服务错误代码。, media-services
 使用 Azure 媒体分析检测面部和情绪 | Azure, 本主题演示如何使用 Azure 媒体分析检测人脸和情感。, media-services
 使用 Azure 媒体分析进行面部修订 | Azure, 本主题演示如何使用 Azure 媒体分析检测面部。, media-services
 Azure 媒体服务分片 MP4 实时引入规范 | Azure, 本规范描述基于分片 MP4 的实时流引入协议和格式（适用于 Azure 媒体服务）。Azure 媒体服务提供实时传送视频流服务，支持客户使用 Azure 作为云平台来实时流式传输实时事件和广播内容。本文档还介绍了有关构建高度冗余和稳健的实时引入机制的最佳实践。, media-services
 Azure 媒体服务常见问题 | Azure, 常见问题 (FAQ), media-services
 创建生成 fMP4 区块的 Azure 媒体服务编码任务 | Microsoft 文档, 本主题介绍如何创建生成 fMP4 区块的编码任务。 将此任务用于 Media Encoder Standard 编码器时，输出资产会包含 fMP4 区块而非 ISO MP4 文件。, media-services
 如何创建媒体处理器 | Azure, 了解如何创建一个媒体处理器组件来为 Azure 媒体服务编码、转换格式、加密或解密媒体内容。代码示例用 C# 编写且使用适用于 .NET 的媒体服务 SDK。, media-services
 Hyperlapse 媒体文件与 Azure Media Hyperlapse | Microsoft Docs, Azure Media Hyperlapse 可以使用第一人称视角或运动相机内容创建流畅缩时视频。 本主题说明如何使用 Media Indexer。, media-services
 实现故障转移流式处理方案 | Azure, 本主题演示如何实现故障转移流式处理方案。, media-services
 使用 Azure Media Indexer 为媒体文件编制索引, 使用 Azure Media Indexer，可以使媒体文件内容可供搜索，并为隐藏的字幕和关键字生成全文本脚本。本主题说明如何使用 Media Indexer。, media-services
 Azure 媒体服务输入元数据架构 |Azure, 本部分概述 Azure 媒体服务输入元数据架构。, media-services
 在客户端上插入广告, 本主题说明如何在客户端上插入广告。, media-services
 开始使用 Java 传送点播内容 | Azure, 本教程将引导用户完成相关步骤，利用 Java 和 Azure 媒体服务 (AMS) 应用程序实现基本的点播视频 (VoD) 内容传送服务。, media-services
 在使用 Azure 媒体服务时配置本地编码器以创建多比特率流 | Azure, 本主题列出的本地实时编码器可用于捕获实时事件，并将单比特率实时流发送到 AMS 通道（已启用实时编码）以供进一步处理。本主题列出了演示如何配置所列编码器的教程链接。, media-services
 使用本地编码器执行实时传送视频流以创建多比特率流 - Azure | Azure, 本主题介绍如何设置接收来自本地编码器的多比特率实时流的频道。 然后，该流可使用以下自适应流式传输协议之一，通过一个或多个流式传输终结点传送给客户端播放应用程序：HLS、平滑流、DASH。, media-services
 使用 Azure 媒体服务实时传送视频流概述 | Azure, 本主题概述了如何使用 Azure 媒体服务实时传送视频流。, media-services
 使用 Azure 媒体服务管理编码的速度和并发 | Microsoft 文档, 本文简要概述了如何使用 Azure 媒体服务管理编码作业/任务的速度和并发。, media-services
 使用 Azure 媒体服务执行实时流式处理以创建多比特率流 | Azure, 本主题介绍如何设置通道，以从本地编码器接收单比特率实时流，然后使用媒体服务执行实时编码以将其转换为自适应比特率流。然后，该流可使用以下自适应流式传输协议之一，通过一个或多个流式传输终结点传送给客户端播放应用程序：HLS、平滑流、MPEG DASH。, media-services
 使用 PowerShell 管理 Azure 媒体服务帐户, 了解如何使用 PowerShell cmdlet 管理 Azure 媒体服务帐户。, media-services
 Media Encoder Standard 格式和编解码器, 本主题概述 Media Encoder Standard 格式和编解码器。, media-services
 H264 多比特率 1080p 音频 5.1 | Azure, 本主题概述了 <strong>H264 多比特率 1080p 音频 5.1</strong> 任务预设。, media-services
 H264 多比特率 1080p Media Encoder Standard 预设 - Azure | Azure, 本主题概述了 <strong>H264 多比特率 1080p</strong> 任务预设。, media-services
 适用于 iOS 的 H264 多比特率 16x9 | Azure, 本主题概述了 <strong>适用于 iOS 的 H264 多比特率 16x9</strong> 任务预设。, media-services
 H264 多比特率 16x9 SD 音频 5.1 | Azure, 本主题概述了 <strong>H264 多比特率 16x9 SD 音频 5.1</strong> 任务预设。, media-services
 H264 多比特率 16x9 SD | Azure, 本主题概述了 <strong>H264 多比特率 16x9 SD</strong> 任务预设。, media-services
 264 多比特率 4K 音频 5.1 | Azure, 本主题概述了 <strong>264 多比特率 4K 音频 5.1</strong> 任务预设。, media-services
 H264 多比特率 4K Media Encoder Standard 预设 - Azure | Azure, 本主题概述了 <strong>H264 多比特率 4K</strong> 任务预设。, media-services
 适用于 iOS 的 H264 多比特率 4x3 | Azure, 本主题概述了 <strong>适用于 iOS 的 H264 多比特率 4x3</strong> 任务预设。, media-services
 H264 多比特率 4x3 SD 音频 5.1 | Azure, 本主题概述了 <strong>H264 多比特率 4x3 SD 音频 5.1</strong> 任务预设。, media-services
 H264 多比特率 4x3 SD | Azure, 本主题概述了 <strong>H264 多比特率 4x3 SD</strong> 任务预设。, media-services
 H264 多比特率 720p 音频 5.1 | Azure, 本主题概述了 <strong>H264 多比特率 720p 音频 5.1</strong> 任务预设。, media-services
 H264 多比特率 720p Media Encoder Standard 预设 - Azure | Azure, 本主题概述了 <strong>H264 多比特率 720p</strong> 任务预设。, media-services
 H264 单比特率 1080p 音频 5.1 | Azure, 本主题概述了 <strong>H264 单比特率 1080p 音频 5.1</strong> 任务预设。, media-services
 H264 单比特率 1080p Media Encoder Standard 预设 - Azure | Azure, 本主题概述了 <strong>H264 单比特率 1080p</strong> 任务预设。, media-services
 H264 单比特率 16x9 SD 音频 5.1 | Azure, 本主题概述了 <strong>H264 单比特率 16x9 SD 音频 5.1</strong> 任务预设。, media-services
 H264 单比特率 16x9 SD Media Encoder Standard 预设 - Azure | Azure, 本主题概述了 <strong>H264 单比特率 16x9 SD</strong> 任务预设。, media-services
 H264 单比特率 4K 音频 5.1 | Azure, 本主题概述了 <strong>H264 单比特率 4K 音频 5.1</strong> 任务预设。, media-services
 H264 单比特率 4K Media Encoder Standard 预设 - Azure | Azure, 本主题概述了 <strong>H264 单比特率 4K</strong> 任务预设。, media-services
 H264 单比特率 4x3 SD 音频 5.1 | Azure, 本主题概述了 <strong>H264 单比特率 4x3 SD 音频 5.1</strong> 任务预设。, media-services
 H264 单比特率 4x3 SD Media Encoder Standard 预设 - Azure | Azure, 本主题概述了 <strong>H264 单比特率 4x3 SD</strong> 任务预设。, media-services
 H264 单比特率 720p 音频 5.1 | Azure, 本主题概述了 <strong>H264 单比特率 720p 音频 5.1</strong> 任务预设。, media-services
 适用于 Android 的 H264 单比特率 720p | Azure, 本主题概述了 <strong>适用于 Android 的 H264 单比特率 720p</strong> 任务预设。, media-services
 H264 单比特率 720p Media Encoder Standard 预设 - Azure | Azure, 本主题概述了 <strong>H264 单比特率 720p</strong> 任务预设。, media-services
 适用于 Android 的 H264 单比特率高品质 SD | Azure, 本主题概述了 <strong>适用于 Android 的 H264 单比特率高品质 SD</strong> 任务预设。, media-services
 适用于 Android 的 H264 单比特率低品质 SD | Azure, 本主题概述了 <strong>适用于 Android 的 H264 单比特率低品质 SD</strong> 任务预设。, media-services
 MES (Media Encoder Standard) 的任务预设 | Microsoft Docs, 本主题概述了 MES (Media Encoder Standard) 的任务预设。, media-services
 Media Encoder Standard 架构 | Azure, 本主题概述 Media Encoder Standard 架构。, media-services
 使用 Azure 媒体分析检测动作 | Azure, Azure 媒体动作检测器媒体处理器 (MP) 可让你在冗长且平淡的视频中有效识别出你感兴趣的部分。, media-services
 Azure 媒体服务输出元数据架构 | Azure, 本主题概述 Azure 媒体服务输出元数据架构。, media-services
 Azure 媒体服务概述和常见方案 | Azure, 本部分提供 Azure 媒体服务的概述, media-services
 使用现有的播放器播放内容 - Azure | Azure, 本主题列出了你可以用来播放内容的现有播放器。, media-services
 媒体服务 PlayReady 许可证模板概述, 本主题概述了用于配置 PlayReady 许可证的 PlayReady 许可证模板。, media-services
