case.title,case.productName
无法在中国东部创建虚拟机,Compute
账单详询,Enterprise billing questions
无法注册发票系统,Fapiao related
无法在东部创建虚拟机,Other General questions
Quota increase,Compute
怎么回事呢,Fraud related issue
发票问题,Fapiao related
费用咨询,Enterprise billing questions
Subscription ownership transfer,Switch to Another Offer
账单详情咨询,Billing and Payment Issues
发票申请问题,Fapiao related
Quota Increase,Compute
Quota Increase,Compute
充值问题,Pay by Invoice
存储计费问题,Azure Offers and Pricing
账单问题咨询,Enterprise billing questions
订阅迁移咨询,Switch to Another Offer
Quota increase,Compute
Need more cores for further deployment,Compute
Quota Increase,Compute
接入商协议,Purchase of Proof
Quota Increase,Compute
充值问题,Invoice PI-Cancel Order
充值金额转移,Monetary Credit
费用详询,Enterprise billing questions
账单详询,Enterprise billing questions
如何查看余额,Enterprise portal enquiry
账单咨询,Azure Offers and Pricing
账单咨询,Enterprise billing questions
Cancel invoice order,Invoice PI-Cancel Order
账单详询,Enterprise billing questions
Azure账单咨询,Other questions about billing portal
quota increase,Compute
账单问题,Enterprise billing questions
订阅问题,Compute
发票问题咨询,Fapiao related
转账咨询,Pay by Invoice
线下汇款进度咨询,Pay by Invoice
账单问题,Enterprise billing questions
Capacity report,Compute
无法支付成功,Fraud related issue
充值问题,Billing and Payment Issues
Increase Storage Account Quota from 20 to 100,Storage
quota increase,Compute
Quota increase,Compute
账单问题,Enterprise billing questions
remaining balance issue,Other General Questions
注册发票系统提示订单号已注册,Fapiao related
Quota Increase,Compute
添加订阅,How to add new subscription
 Quota Increase,Public IP
Migrate subscription to CME.GBL tenant,Change Ownership of My Subscription
重新激活订阅,Re-Enable a Subscription
Azure 账单问题,Enterprise billing questions
1元试用付款失败,Fraud related issue
一元试用,Billing and Payment Issues
添加订阅,How to add new subscription
费用问题,Billing and Payment Issues
账单查询,Enterprise billing questions
Quota Increase,Compute
账单详询,Enterprise billing questions
如何充值,Billing and Payment Issues
如何添加订阅,How to add new subscription
账单问题,Billing and Payment Issues
费用咨询,Enterprise billing questions
"cancel orders > 7 buz days, no payment received.",Invoice PI-Cancel Order
账单查询,Disable subscription
托管协议,Purchase of Proof
发票丢失,Fapiao related
Azure商务咨询,Other General Questions
如何添加订阅,How to add new subscription
申请赔偿,SLA Credit
重启订阅,Re-Enable a Subscription
费用问题咨询,Enterprise billing questions
账单咨询,Billing and Payment Issues
订阅付款问题,Pay by Invoice
更改邮箱,Other General questions
quota increase,Compute
充值咨询,Switch to Another Offer
Please update Offer Type for an Internal subscription,Switch to Another Offer
订阅迁移问题,Switch to Another Offer
重启订阅,Re-Enable a Subscription
汇款咨询,Pay by Invoice
充值指导,Billing and Payment Issues
账单详询,Enterprise portal enquiry
付款咨询,Other General Questions
账单详情,Need a Copy of My Bill and Usage
Quota Increase,Compute
发票问题,Fapiao related
如何查看账单,Billing and Payment Issues
如何查看账单,Other questions about billing portal
订阅被禁用,Re-Enable a Subscription
订阅被停,Fraud related issue
线下汇款进度,Pay by Invoice
无法支付成功,Billing and Payment Issues
一元试用已经付费但没有订阅,Fraud related issue
充值问题,Billing and Payment Issues
订阅不支持在中国东部创建虚机,Other General questions
账单确认,Pay by Invoice
转账咨询,Pay by Invoice
Raise the core limit,Compute
Azure电汇进度,Pay by Invoice
无法创建VM,Other General Questions
发票申请问题,Fapiao related
订阅管理咨询,Disable subscription
账单查看,Enterprise billing questions
重新开发票,Fapiao related
EA添加订阅,Switch to Another Offer
账单咨询,Billing and Payment Issues
账单问题,Billing and Payment Issues
无法付款,Billing and Payment Issues
发票问题,Fapiao related
订阅迁移,Change Ownership of My Subscription
Azure付款问题,Pay by Invoice
账户余额确认,Pay by Invoice
Azure账单问题,Billing and Payment Issues
账单解释,Enterprise billing questions
申请退款,Refund Request
quota increase,Compute
计费咨询,Enterprise billing questions
添加子账户并为其添加订阅,How to add new subscription
Azure申请退款,Refund Request
东部无法创建虚拟机,Other General questions
添加新订阅,How to add new subscription
续费问题,Billing and Payment Issues
Quota Increase,Compute
登陆问题,Cannot find my subscription
虚拟机计费问题,Billing and Payment Issues
发票咨询,Fapiao related
到账咨询,Pay by Invoice
重启订阅,Re-Enable a Subscription
无法在东部创建虚拟机,Other General questions
无法添加用户,Co-admin related issue
增加VM核数,Compute
计费咨询,Azure Offers and Pricing
添加订阅,How to add new subscription
充值问题,Billing and Payment Issues
Reactive Sub,Re-Enable a Subscription
账单查询,Enterprise billing questions
如何申请发票,Fapiao related
账单问题,Billing and Payment Issues
账单咨询,Billing and Payment Issues
Quota increase,Compute
计费问题,Azure Offers and Pricing
重启订阅,Re-Enable a Subscription
计算余额,Other General Questions
创建虚拟机失败,Other General questions
无法启动虚拟机,Re-Enable a Subscription
订阅付款问题,Billing and Payment Issues
如何添加新的订阅,How to add new subscription
发票查询,Fapiao related
Azure账单查询,Billing and Payment Issues
增加配额,Compute
无法新建base在上海site的虚拟机,Compute
激活MSDN订阅Azure问题,Billing and Payment Issues
管理员设置咨询,Enterprise portal enquiry
充值问题,Billing and Payment Issues
价格咨询,Azure Offers and Pricing
发票系统邮箱更改,Fapiao related
续费咨询,Billing and Payment Issues
订阅被禁用,Fraud related issue
如何开发票,Fapiao related
续费问题咨询,Billing and Payment Issues
一元试用支付不成功,Fraud related issue
账单明细咨询,Billing and Payment Issues
取消订阅,Disable subscription
如何添加订阅,How to add new subscription
添加订阅问题,How to add new subscription
计费咨询,Azure Offers and Pricing
订阅被停原因,Fraud related issue
账户无法登陆,Issues Signing In or Accessing My Subscriptions
查询流量使用情况,Enterprise billing questions
EA添加订阅,How to add new subscription
续费问题,Billing and Payment Issues
1元试用订阅,Billing and Payment Issues
账单咨询,Billing and Payment Issues
EA账号添加订阅,How to add new subscription
费用问题,Azure Offers and Pricing
账单问题咨询,Enterprise billing questions
订阅相关,Billing and Payment Issues
quota increase,Storage
付款,Fraud related issue
如何查看账单,Billing and Payment Issues
发票问题,Fapiao related
Capacity report,Questions or Other service and subscription limit increases
合同咨询,Purchase of Proof
Quota increase,Compute
账单详询,Billing and Payment Issues
Reactive Sub,Re-Enable a Subscription
充值问题,Billing and Payment Issues
账单查看,Billing and Payment Issues
map sub ID,Other General questions
1元试用付款不成功,Fraud related issue
账单问题,Enterprise billing questions
虚拟机费用问题,Azure Offers and Pricing
账单问题,Enterprise billing questions
支付问题,Billing and Payment Issues
发票问题咨询,Fapiao related
Cancel Sub,Disable subscription
价格咨询,Azure Offers and Pricing
计费问题,Email Notification
退款申请,Refund Request
付款报错,Billing and Payment Issues
账单查看,Enterprise billing questions
付款失败,Fraud related issue
无法添加新的订阅,How to add new subscription
Quota increase,Compute
东部无法创建虚拟机,Compute
创建虚拟机,How to add new subscription
如何申请发票,Fapiao related
订阅迁移问题,Switch to Another Offer
账单问题咨询,Billing and Payment Issues
线下汇款问题,Pay by Invoice
账单详询,Billing and Payment Issues
迁移订阅,Transfer enterprise account
加核,Compute
支付问题,Billing and Payment Issues
计算余额,Other General Questions
关停订阅,Disable subscription
发票退回,Fapiao related
发票系统问题,Fapiao related
我们没有成功收到您的付款。请重试。,Fraud related issue
申请退款,Refund Request
流量咨询,Enterprise billing questions
存储价格咨询,Azure Offers and Pricing
1RMB付款问题,Pay by Invoice
急需东部DV2系列虚拟机,Other General questions
发票系统注册问题,Fapiao related
计费疑问,Enterprise billing questions
Cancel Invoice PI order,Invoice PI-Cancel Order
Quota increase,Storage
续费咨询,Issues with an Azure Purchase
需要购买证明,Purchase of Proof
申请东部资源,Questions or Other service and subscription limit increases
订阅问题,How to add new subscription
申请发票问题,Fapiao related
订阅迁移,Change Ownership of My Subscription
申请在东部开通虚拟机资源,Compute
Quota increase,Cloud Service per subscription
费用咨询,Azure Offers and Pricing
付款进度查询,Pay by Invoice
发票开具,Fapiao related
 Quota Increase,Compute
账单咨询,Enterprise billing questions
Quota increase,Compute
