title,description,ms.service
 如何禁用虚拟机的临时盘, 如何禁用虚拟机的临时盘, virtual-machines
 如何禁用 Azure 虚拟机的日期时间同步, 如何禁用 Azure 虚拟机的日期时间同步, virtual-machines
 如何复制或导出托管磁盘, 如何复制或导出托管磁盘, virtual-machines
 如何定位虚拟机内部附加的数据磁盘, 如何定位 Linux 及 Windows 虚拟机内部附加的数据磁盘, virtual-machines
 如何将同一云服务下的虚拟机从经典部署模型迁移到 Azure Resource Manager, 如何将同一云服务下的虚拟机从经典部署模型迁移到 Azure Resource Manager, virtual-machines
 如何将同一 VNET 下的虚拟机从经典部署模型迁移到 Azure Resource Manager, 如何将同一 VNET 下的虚拟机从经典部署模型迁移到 Azure Resource Manager, virtual-machines
 如何查询虚拟机流量异常及相关安全加固建议, 如何查询虚拟机流量异常及相关安全加固建议, virtual-machines
 使 Azure 虚拟机可 Ping 的方法, 开启实例级公共 IP 使 Azure 虚拟机开放 Ping 功能, virtual-machines
 基于 Azure 托管磁盘配置高可用共享文件系统, 基于 Azure 托管磁盘配置高可用共享文件系统, virtual-machines
 如何将使用托管磁盘虚拟机的 OS 盘挂载到其他虚拟机上, 如何将使用托管磁盘虚拟机的 OS 盘挂载到其他虚拟机上, virtual-machines
 理解托管磁盘的原理与优势, 理解托管磁盘的原理与优势, virtual-machines
 如何处理托管磁盘 OS 盘无法创建虚拟机的问题, 如何处理托管磁盘 OS 盘无法创建虚拟机的问题, virtual-machines
 关于托管磁盘的复制, 关于托管磁盘的复制, virtual-machines
 以删除重建的方式修复托管磁盘虚拟机, 以删除重建的方式修复托管磁盘虚拟机, virtual-machines
 以复制重建的方式修复托管磁盘虚拟机, 以复制重建的方式修复托管磁盘虚拟机, virtual-machines
 Azure 托管镜像和非托管镜像对比, Azure 托管镜像和非托管镜像对比, virtual-machines
 存储账户之间转移虚拟机, 存储账户之间转移虚拟机, virtual-machines
 理解 Azure 虚拟机的性能监视, 理解 Azure 虚拟机的性能监视, virtual-machines
 通过 PowerShell 的方式增加经典虚拟机终结点, 如何通过 ps 为经典虚拟机增加终结点, virtual-machines
 Python 基于固定 IP 来命名 ARM 虚拟机的实现, 如何通过 Python 批量创建基于固定 IP 来命名的 ARM 虚拟机, virtual-machines
 订阅无法在 ARM 模式下创建虚拟机，只能在 ASM 模式下创建 Azure VM 部署, 订阅无法在 ARM 模式下创建虚拟机，只能在 ASM 模式下创建 Azure VM 部署。, virtual-machines
 使用版本 1.0.0 的 Azure ARM SDK for Java 创建虚拟机时报错, 使用版本 1.0.0 的 Azure ARM SDK for Java 创建虚拟机时报错, virtual-machines
 Java 创建 ARM 虚拟机磁盘类型选择的问题, Java 创建 ARM 虚拟机磁盘类型选择的问题, virtual-machines
 Azure 虚拟机诊断设置问题排查, Azure 虚拟机诊断设置问题排查, virtual-machines
 解决由 PowerShell 复制正在运行的虚拟机导致的 HostName 异常问题, 本文用于解决由 PowerShell 复制正在运行的虚拟机导致的 HostName 异常问题, virtual-machines
 虚拟机压力测试延迟高的可能原因及 ILPIP 配置 / 查询脚本, 虚拟机压力测试延迟高的可能原因及 ILPIP 配置 / 查询脚本, virtual-machines
 关于 Azure 虚拟机的临时磁盘的说明, 关于 Azure 虚拟机的临时磁盘的说明, virtual-machines
 虚拟机配置静态 IP 以后无法连接的解决办法, 介绍如何解决虚拟机配置静态 IP 以后无法连接的问题, virtual-machines
 创建基于 AFS 的 Docker 容器卷, 创建基于 AFS 的 Docker 容器卷, virtual-machines
 使用 docker-machine 管理 Azure 容器虚拟机, 如何使用 docker-machine 管理 Azure 容器虚拟机, virtual-machines
" 使用 Load Balancer,Corosync,Pacemaker 搭建 Linux 高可用集群", 使用 LB-corosync-pacemaker 搭建 Linux 高可用集群的详细步骤与测试, virtual-machines-linux
 修改 Linux VM 中单个用户最大进程数的限制, 修改 Linux VM 中单个用户最大进程数的限制, virtual-machines
 如何在 CentOS 上安装或更新 Linux Integration Service, 如何在 CentOS 上安装或更新 Linux Integration Service, virtual-machines-linux
 Java 调用 Rest api 设置经典 Linux 虚拟机的实例启停, 如何使用 Java 调用 Rest api 设置经典 Linux 虚拟机的实例启停, virtual-machines
 使用 acs-engine 部署 Kubernetes 集群, 使用 acs-engine 部署 Kubernetes 集群, multiple
 使用 Azure CLI 在 Azure China Cloud 云平台上手动部署一套 Cloud Foundry, 这篇文章将介绍如何使用 Azure CLI 在 Azure China Cloud 云平台上手动部署一套 Cloud Foundry, virtual-machines
 Azure Linux 虚拟机磁盘加密问题排查指南, Azure Linux 虚拟机磁盘加密问题排查指南, virtual-machines-linux
 如何在 Linux 环境下安装配置 ClamAV 进行病毒扫描, 如何在 Linux 环境下安装配置 ClamAV 进行病毒扫描, virtual-machines-linux
 Linux 虚拟机中配置 GNOME + VNC, 以 CentOS 为例讲述 Linux 虚拟机中配置 GNOME + VNC, virtual-machines-linux
 如何为运行的 ARM Linux 启用 LAD2.3 版本的诊断扩展, 如何为运行的 ARM Linux 启用 LAD2.3 版本的诊断扩展, virtual-machines
 如何为基于 LVM 的 Linux 扩展根文件系统, 如何为基于 LVM 的 Linux 扩展根文件系统, virtual-machines
 如何管理和控制多网卡 Linux 虚拟机的流量走向, 如何管理和控制多网卡 Linux 虚拟机的流量走向, virtual-machines-linux
 在 Linux 中使用 Azure Premium 存储的基本优化指南, 在 Linux 中使用 Azure Premium 存储的基本优化指南, virtual-machines-linux
 Linux 系统如何进行大页面配置, Linux 系统如何进行大页面配置, virtual-machines
 Ambari Server Alert 的故障排查, Ambari Server Alert 的故障排查, virtual-machines-linux
 Linux 配置中文字符集导致诊断设置无法正常工作的问题解决, Linux 配置中文字符集导致诊断设置无法正常工作的问题解决, virtual-machines-linux
 如何解决 Linux 虚拟机磁盘设备名不一致的问题, 如何解决 Linux 虚拟机磁盘设备名不一致的问题, virtual-machines-linux
 Linux 启动诊断日志协助定位虚拟机启动或重启问题, Linux 启动诊断日志协助定位虚拟机启动或重启问题, virtual-machines-linux
 Azure Linux 虚机上配置 RAID 的常见问题及解决方案," 独立硬盘冗余阵列（RAID, Redundant Array of Independent Disks），简称磁盘阵列。能增强数据集成度，增强容错功能，增加处理量或容量。", virtual-machines
 Azure linux虚拟机常见导致无法远程的操作, 对Azure虚拟机的一些操作可能会导致无法远程连接，本文罗列了些常见的场景。, virtual-machines
 Linux 虚拟机的安全审计, Linux 虚拟机的安全审计, virtual-machines-linux
 Linux 虚拟机的安全加固, Linux 虚拟机的安全加固, virtual-machines-linux
 Linux 虚拟机的 SSH 双重登录认证, Linux 虚拟机的 SSH 双重登录认证, virtual-machines-linux
 如何升级 Ubuntu 内核, 如何升级 Ubuntu 内核, virtual-machines-linux
 如何处理 Ubuntu 14.04 虚拟机使用 Azure 文件存储时出现中文乱码的问题, 如何处理 Ubuntu 14.04 虚拟机使用 Azure 文件存储时出现中文乱码的问题, virtual-machines-linux
 如何解决虚拟机频繁分离和附加磁盘导致的识别错误, 如何解决 Linux（CentOS 6.5）频繁分离和附加磁盘导致识别错误的现象, virtual-machines-linux
 Linux 内核超时导致虚拟机无法正常启动, Linux 内核超时导致虚拟机无法正常启动。, virtual-machines
 如何在 Linux 虚拟机上扩展根文件系统, 如何在 Linux 虚拟机上扩展根文件系统, virtual-machines-linux
 Linux 虚拟机虚拟网卡问题导致无法连接问题, Linux 虚拟机虚拟网卡问题导致无法连接问题。, virtual-machines
 Azure 经典模式中虚拟机证书指纹的生成和作用, Azure 经典模式中虚拟机证书指纹的生成和作用, virtual-machines
 '文件系统损坏导致虚拟机无法正常启动的问题及解决方法', '文件系统损坏导致虚拟机无法正常启动的问题及解决方法', virtual-machines
 SSH 无法启动的原因分析及解决方法, 本文介绍 SSH 无法启动的原因分析及解决方法, virtual-machines
 远程桌面到 Ubuntu 虚拟机, 介绍如何远程桌面到 Ubuntu 虚拟机, virtual-machines
 如何激活 Trend Micro Deep Sercurity for Azure, 如何激活使用趋势科技的 DSA, virtual-machines
 为订阅内虚拟机批量安装并配置 Microsoft Anti-Malware 扩展, 为订阅内虚拟机批量安装并配置 Microsoft Anti-Malware 扩展, virtual-machines
 Azure 虚拟机如何配置 AntiMalware, 本文仅演示通过 PowerShell 方式安装并配置 AntiMalware 的过程, virtual-machines
 如何在 Azure 虚拟机里配置条带化, 在 Windows Server 2012 R2 Datacenter 中配置条带化, virtual-machines
 如何通过修改注册表的方式解锁被锁定的用户, 通过修改注册表的方式修复意外操作导致用户的锁定, virtual-machines
 Windows RDP 证书问题导致无法远程了连接解决方案, Windows RDP 证书问题导致无法远程了连接解决方案, virtual-machines-windows
 Azure 中快速搭建 FTPS 服务, Azure 中快速搭建 FTPS 服务, virtual-machines
 在 Azure 虚拟机上配置一般用途文件服务器故障转移群集, 在 Azure 虚拟机上配置一般用途文件服务器故障转移群集, virtual-machines
 如何使用 Windows Server 2016 与 Azure 搭建 S2S VPN 并支持 BGP 协议, 如何使用 Windows Server 2016 与 Azure 搭建 S2S VPN 并支持 BGP 协议, virtual-machines-windows
 使用 PowerShell 创建 Storage Spaces 条带化虚拟机数据磁盘, 使用 PowerShell 创建 Storage Spaces 条带化虚拟机数据磁盘, virtual-machines
 如何使用 Storage Spaces 条带化虚拟机数据磁盘, 如何使用 Storage Spaces 条带化虚拟机数据磁盘, virtual-machines
 Azure Windows 虚拟机自动加域的配置方法和排查思路, Azure Windows 虚拟机自动加域的配置方法和排查思路, virtual-machines-windows
 '如何解决 Azure Windows 2008 R2 虚拟机无法启动 Workstation 服务', '本文用于解决 Azure Windows 2008 R2 虚拟机无法启动 Workstation 服务的问题。', virtual-machines-windows
 如何解决使用 RDP 远程连接 Windows 虚拟机时出现的身份验证错误, 客户端安装 2018 年 5 月累积更新后 RDP 到 Azure 虚拟机出现报错‘出现身份验证错误’, virtual-machines
 Azure Windows 虚拟机中逻辑磁盘被强制脱机, 如何解决 Azure Windows 虚拟机中逻辑磁盘被强制脱机的问题, virtual-machines
 Azure Windows虚拟机常见导致无法远程的操作, 对Azure虚拟机的一些操作可能会导致无法远程连接，本文罗列了常见的几种场景。, virtual-machines
 Azure 虚拟机中的 SQL Server AlwaysOn 可用性组集群配置最佳实践, Azure 虚拟机中的 SQL Server AlwaysOn 可用性组集群配置最佳实践, virtual-machines-windows
 SQL Server 如何将数据库备份到 Azure Storage, SQL Server 如何将数据库备份到 Azure Storage, sql-database
 SQL Server 如何实现大批量数据的自动导入和导出, SQL Server 如何实现大批量数据的自动导入和导出, sql-database
 经典虚拟机添加相应端口并配置 ACL, 本页介绍如何为经典虚拟机添加相应端口并配置 ACL。, virtual-network
 Azure SNAT, Azure SNAT 详解及实际应用分析, virtual-network
 中国区 Azure 与 Palo Alto 之间的网络方案, 中国区 Azure 与 Palo Alto 之间的网络方案, virtual-network
 虚拟网络终结点如何与存储账号防火墙规则配合使用, 虚拟网络服务终结点结合储账号的防火墙规则使用实例分享以及需要注意的问题, virtual-network
 Azure 网络相关名词解释, Azure 网络相关名词解释, multiple
 使用 Powershell 设置 VNET 中的静态 IP, 本页介绍如何使用 PowerShell 来使用静态 IP。, virtual-network
 保留正在使用的 VIP, 本页介绍如何使用 PowerShell 来使用保留 IP。, virtual-network
 Java 调用虚拟网络本地网关的 REST API, 通过 Java 调用虚拟网络网关的 REST API 获取本地网关信息, virtual-network
 'Azure 中使用 iPerf 进行网络带宽测试', '了解 Azure 中使用 iPerf 进行网络带宽测试。', virtual-network
 本文讲解如何使用 Powershell 来生成点到站点连接所使用的自签名证书, 本文讲解如何使用 Powershell 来生成点到站点连接所使用的自签名证书, virtual-network
 将不同订阅中的虚拟网络连接到 ExpressRoute 线路时收到报错'Cannot parse the request', 通过 PowerShell 将不同订阅中的虚拟网络连接到 ExpressRoute, virtual-network
 如何解决使用 nslookup 工具发生异常域名解析行为, DNS Suffix Search List 会影响 nslookup 解析结果, vitual-network
 使用 PsPing &amp; PaPing 进行 TCP 端口连通性测试, 在 Windows 及 Linux 操作系统中分别使用 PsPing 和 PaPing 工具进行 TCP 端口连通性测试, virtual-network
 Azure 中使用 MTR 进行网络故障排查, Azure 中使用 MTR 进行网络故障排查。, virtual-network
 使用 NSG 实现 DMZ 区域, 本页介绍如何使用 Powershell 指令构建 NSG, virtual-network
 使用 Netcat 测试虚拟机 TCP/UDP 端口连通性, 使用 Netcat 测试虚拟机 Tcp/UDP 端口连通性, virtual-network
 使用 PsPing 无法 ping 通 Windows 虚拟机端口, 使用 PsPing 无法 ping 通 Windows 虚拟机端口, virtual-network
 如何排查虚拟网络中虚拟机无法访问网络的问题, 排查虚拟网络中虚拟机无法访问网络的问题, virtual-network
 如何在 Azure VPN 网关上实现网络透传, 如何在 Azure VPN 网关上实现网络透传, vpn-gateway
 如何快速定位本地到 Azure 端 VPN 隧道连通性问题, 如何快速定位本地到 Azure 端 VPN 隧道连通性问题, vpn-gateway
 Azure P2S VPN 如何配置自动重连, Azure P2S VPN 如何配置自动重连, vpn-gateway
 如何使用 Windows Server 2016 与 Azure 搭建支持 BGP 协议的 VPN 通道, 在 Windows Server 2016 中搭建支持 BGP 协议的 VPN 通道, vpn-gateway
 云连接服务快速入门, 云连接服务快速入门。, cloud-connection-service
 '关于 Azure 的账户、平台及服务的介绍（含阿里云相关内容）', 此篇文章旨在帮助广大用户了解关于 Azure 的基础知识，包含账户、平台及服务。在文章中也将重点介绍阿里云与 Azure 平台的主要异同之处。, multiple
 'Azure 与阿里云的服务对照表', 此篇文章旨在帮助你了解 Azure 与阿里云的服务对应。不管你是计划同时使用多个不同的云，还是打算将服务迁移到 Azure，你可以了解两个云服务厂商如何实现特定的功能。, multiple
 Best Practice, Best Practice, multiple
 中国区 Azure 应用程序开发说明, 本文主要介绍中国区 Azure 与国际版 Azure 应用程序开发上的区别, multiple
 获取 Azure 订阅中所用资源的价格和元数据信息 | Azure, 了解如何获取 Azure 订阅中所用资源的价格和元数据信息, billing
 Azure 云服务操作手册 - 第一部分 | Azure, Azure 云服务操作手册 - 第一部分 | Azure, cloud-services
 Azure 云服务操作手册 - 第二部分 | Azure, Azure 云服务操作手册 - 第二部分 | Azure, cloud-services
 人脸识别API+微信应用开发操作手册, 人脸识别API+微信应用开发操作手册, multiple
 Azure 企业门户管理手册 | Azure, 详细介绍如何管理Azure账户、订阅及查看相应的账单。, multiple
 Azure IaaS 用户手册 - 第一部分 | Azure, 详细介绍如何创建和管理 Azure 虚拟机。, virtual-machines-windows
 Azure IaaS 用户手册 - 第二部分 | Azure, 详细介绍如何创建和管理 Azure 虚拟机。, virtual-machines-windows
 Azure IaaS 用户手册 - 第三部分 | Azure, 详细介绍如何创建和管理 Azure 虚拟机。, virtual-machines-windows
 SQL 数据库 + Blob 存储实现托管备份操作手册, SQL 数据库 + Blob 存储实现托管备份操作手册, multiple
 Azure媒体服务实现视频直播操作手册, Azure媒体服务实现视频直播操作手册, multiple
 Azure 媒体服务实现视频点播操作手册, Azure 媒体服务实现视频点播操作手册, multiple
 远程开发测试环境自动化管理解决方案配置手册, 远程开发测试环境自动化管理解决方案配置手册, multiple
 Azure SQL 数据库用户手册 - 第一部分 | Azure, Azure SQL 数据库用户手册 - 第一部分 | Azure, sql-database
 Azure SQL 数据库用户手册 - 第二部分 | Azure, Azure SQL 数据库用户手册 - 第二部分 | Azure, sql-database
 'CentOS, 本文以阿里云为例，阐述的是如何将 CentOS 6.8 的虚拟机迁移到 Azure 环境，同时能保存虚拟机内的数据，不需重新部署应用的方法。, virtual-machines
 'Windows Server, 本文以阿里云为例，阐述如何将 Windows Server 的虚拟机迁移到 Azure 环境，同时能保存虚拟机内的数据，不需重新部署应用的方法。, virtual-machines
 MySQL 数据库 + Web 应用操作手册, MySQL 数据库 + Web 应用操作手册, multiple
 SQL 数据库 + Web 应用操作手册, SQL 数据库 + Web 应用操作手册, multiple
 Azure Web 应用用户手册 - 第一部分 | Azure, 详细介绍如何创建和管理 Azure Web 应用。, app-service-web
 Azure Web 应用用户手册 - 第二部分 | Azure, 详细介绍如何创建和管理 Azure Web 应用。, app-service-web
 Azure Web 应用用户手册 - 第三部分 | Azure, 详细介绍如何创建和管理 Azure Web 应用。, app-service-web
 基于认知服务的智慧云会务管理系统部署说明 | Azure, 基于认知服务的智慧云会务管理系统部署说明, multiple
 盛派自助微信营销系统 | Azure, 盛派自助微信营销系统, multiple
 使用 Azure 资源管理器自动部署 Zabbix 监控服务, 本文介绍如何使用 Azure 资源管理器自动部署 Zabbix 监控服务, azure-resource-manager
 在 Azure 平台配置可用性集 | Azure, 本文介绍如何在创建虚拟机同时创建可用性集、以及如何将现有的虚拟机添加到可用性集, virtual-machines
 在 Azure 虚拟机上快速搭建 ELK 集群 | Azure, 了解如何在 Azure 虚拟机上快速搭建 ELK 集群, virtual-machines
 在 Azure 虚拟机上快速搭建 MongoDB 集群 | Azure, 了解如何在 Azure 虚拟机上快速搭建 MongoDB 集群, virtual-machines
 构建网站集群 | Azure, 本文介绍如何构建大规模网站集群，考虑将网站架构的各个模块解耦，服务化，做到整体水平扩展，支持高并发，大流量的访问。, virtual-machines
 在 Azure Linux 虚拟机上快速搭建单机版 LAMP 网站, 了解如何在 Azure Linux 虚拟机上快速搭建单机版 LAMP 网站, virtual-machines
 Azure Linux 虚拟机上的数据库的备份 | Azure, 本文介绍如何在 Azure Linux 虚拟机上备份 MySQL、Redis、MongoDB 数据库, virtual-machines
 在 Azure Linux 虚拟机上配置 Redis 集群 | Azure, 本文档介绍如何在 Azure Linux 虚拟机上安装配置免费的 Redis 集群。, virtual-machines
 在 Azure Linux 虚拟机上手动安装配置 Zabbix 监控服务, 本文介绍如何在 Azure Linux 虚拟机上配置 zabbix 监控, virtual-machines
 使用 Zabbix 监控 Nginx, 本文介绍在 Azure Linux 虚拟机上使用 Zabbix 监控 Nginx, virtual-machines
 使用 Zabbix 监控 MySQL, 本文介绍如何在 Azure Linux 虚拟机上使用 Zabbix 监控 MySQL, virtual-machines
 在 Azure Linux 虚拟机上安装配置 HAProxy, 了解如何在 Azure Linux 虚拟机上安装配置 HAProxy, virtual-machines
 在 Azure Linux 虚拟机上安装 MySQL, 了解如何在 Azure Linux 虚拟机上安装 MySQL, virtual-machines
 Linux 虚拟机远程连接安全贴士 | Azure, 本文介绍如何安全的远程连接到 Linux 虚拟机, virtual-machines
 在 Azure 中自己搭建 Nginx Web 服务器 | Azure, 本文介绍如何微软的公有云平台 Azure 中搭建 Nginx Web 服务器。, virtual-machines
 在 Azure 虚拟机上管理配置 MongoDB 集群 | Azure, 了解如何管理配置 MongoDB 集群, virtual-machines
